Data,Horário Coleta,Estação,Tempo atm.,Local de coleta,Sub-família,Tribo,Gênero,Spp. de abelha,Sexo,n° do indivíduo,Código p/ área,Comp/larg (mm) do vis.,Spp. da flor,Família da planta,Outro lugar coletado,Cor da flor,Mácula da flor,Simetria floral,Guia de Néctar visível,Aroma,Recurso coletado,Polinizador,Outro visitante
12/12/25,11:02,Primavera,Nublado,Estrada da Torre (PEM),Andreninae,Protandrenini,Rhophitulus,Rhophitulus sp.1,,254,,,Solanum sp.2,Solanaceae,,Branca,lilás/verde,,,Não,Pólen,,
12/12/25,11:05,Primavera,Nublado,Estrada da Torre (PEM),Andreninae,Protandrenini,Rhophitulus,Rhophitulus sp.2,,255,,,Solanum sp.2,Solanaceae,,Branca,lilás/verde,,,Não,Pólen,,
12/12/25,13:00,Primavera,Nublado,Estrada da Torre (PEM),Andreninae,Protandrenini,Rhophitulus,Rhophitulus sp.1,,256,,,Solanum sp.2,Solanaceae,,Branca,lilás/verde,,,Não,Pólen,,
12/12/25,13:00,Primavera,Nublado,Estrada da Torre (PEM),Apinae,Meliponini,Plebeia,Plebeia droryana,,257,,,Solanum sp.2,Solanaceae,,Branca,lilás/verde,,,Não,Pólen,,
12/12/25,13:00,Primavera,Nublado,Estrada da Torre (PEM),Apinae,Ceratinini,Ceratina,Ceratina sp.4,,258,,,Croton triqueter,Euphorbiaceae,,Branca,,Actinomorfa,,Não,Néctar,,
12/12/25,13:00,Primavera,Nublado,Estrada da Torre (PEM),Megachilinae,Megachilini,Megachile,Megachile sp. 8,,259,,,Croton triqueter,Euphorbiaceae,,Branca,,Actinomorfa,,Não,Néctar,,
12/12/25,13:00,Primavera,Nublado,Estrada da Torre (PEM),Megachilinae,Anthidiini,**,Anthidiini sp.2,,260,,,Croton triqueter,Euphorbiaceae,,Branca,,Actinomorfa,,Não,Néctar,,
15/12/25,,Primavera,,Mesquita,Halictinae,Augochlorini,Megommation,Megommation insigne,,261,,,Begonia concinna,Begoniaceae,,,,Actinomorfa,,Não,Pólen,,
15/12/25,,Primavera,,Mesquita,Apinae,Meliponini,Partamona,Partamona sp.,,262,,,,,,,,,,,,,
12/2/25,10:30,Verão,Sol,Cachoeira do Mendanha,Apinae,Tapinotaspidini,Monoeca,Monoeca sp.,M,264,,,,,Descendo a cachoeira,,,,,,,,
12/2/26,,Verão,Nublado,Estrada da Torre (PEM),Halictinae,Augochlorini,Augochlora,Augochlora sp.4,,265,,,Sphagneticola trilobata,Asteraceae,,Amarela,,,,Não,Pólen,,
12/2/26,,Verão,Nublado,Estrada da Torre (PEM),Halictinae,Augochlorini,Augochlora,Augochlora sp.10,,266,,,Sphagneticola trilobata,Asteraceae,,Amarela,,,,Não,Pólen,,
12/2/26,,Verão,Nublado,Estrada da Torre (PEM),Halictinae,Augochlorini,Augochlora,Augochlora sp.4,,267,,,Sphagneticola trilobata,Asteraceae,,Amarela,,,,Não,Pólen,,
12/2/26,,Verão,Nublado,Estrada da Torre (PEM),Halictinae,Augochlorini,Augochlora,Augochlora sp.4,,268,,,Sphagneticola trilobata,Asteraceae,,Amarela,,,,Não,Pólen,,
12/2/26,,Verão,Nublado,Estrada da Torre (PEM),Halictinae,Augochlorini,Augochlora,Augochlora sp.4,,269,,,Sphagneticola trilobata,Asteraceae,,Amarela,,,,Não,Pólen,,
12/2/26,,Verão,Nublado,Estrada da Torre (PEM),Halictinae,Augochlorini,Augochlora,Augochlora sp.4,,270,,,Manetia mittis,Rubiaceae,,Rosa,Branca,Actinomorfa,,Não,Néctar,,
12/2/26,,Verão,Nublado,Estrada da Torre (PEM),Apinae,Meliponini,Trigona,Trigona sp.2,,271,,,Manetia mittis,Rubiaceae,,Rosa,Branca,Actinomorfa,,Não,Néctar,,
12/2/26,,Verão,Nublado,Estrada da Torre (PEM),Apinae,Meliponini,Trigona,Trigona sp.2,,272,,,Manetia mittis,Rubiaceae,,Rosa,Branca,Actinomorfa,,Não,Néctar,,
12/2/26,,Verão,Nublado,Estrada da Torre (PEM),Apinae,Ceratinini,Ceratina,Ceratina (ceratinula) sp.2,,273,,,Acmella ciliata,Asteraceae,,Amarela,,Actinomorfa,,Não,Néctar,,
12/2/26,,Verão,Nublado,Estrada da Torre (PEM),Apinae,Ceratinini,ceratina,Ceratina (ceratinula) sp.2,,274,,,Acmella ciliata,Asteraceae,,Amarela,,Actinomorfa,,Não,Néctar,,
15/02/26,,Verão,Nublado,Estrada da Torre (PEM),Apinae,Eucerini,Trichocerapis,Trichocerapis mirabilis,,275,,,Solanum hexandrum,Solanaceae,,Lilás,Amarela,,,Não,Pólen,,
15/02/26,,Verão,Nublado,Estrada da Torre (PEM),Apinae,Tapinotaspidini,Paratetrapedia,Paratetrapedia sp.1,F,276,,,Manetia mittis,Rubiaceae,,rosa,Branco,Actinomorfa,,Não,Néctar,,Phaetornis sp.
15/02/26,,Verão,Nublado,Estrada da Torre (PEM),Halictinae,Augochlorini,Augochloropsis,Augochloropsis sp.2,,277,,,Carpotroche brasiliensis,Achariaceae,,Branca,Amarela,Actinomorfa,,Sim,Pólen,,
15/02/26,,Verão,Nublado,Estrada da Torre (PEM),Halictinae,Augochlorini,Augochloropsis,Augochloropsis sp.9,,278,,,Carpotroche brasiliensis,Achariaceae,,Branca,Amarela,Actinomorfa,,Sim,Pólen,,
15/02/26,,Verão,Nublado,Estrada da Torre (PEM),Halictinae,Augochlorini,Megachile,Megachile sp.2,,279,,,,,barro,,,,,,,,
15/02/26,,Verão,Nublado,Estrada da Torre (PEM),Halictinae,Augochlorini,Augochlorella,Augochlorella sp.1,,280,,,Piper aduncum,Piperaceae,,Verde,,,,,Pólen,,
15/02/26,,Verão,Nublado,Estrada da Torre (PEM),Apinae,Ceratinini,Ceratina,Ceratina (ceratinula) sp.2,,281,,,Piper aduncum,Piperaceae,,Verde,,,,,Pólen,,
05/03/26,,Verão,Sol,Estrada da Torre (PEM),Apinae,Meliponini,Melipona,Melipona bicolor,,282,,,Croton triqueter,Euphorbiaceae,,Branca,,Actinomorfa,,Não,Néctar,,
05/03/26,,Verão,Sol,Estrada da Torre (PEM),Apinae,Tapinotaspidini,Paratetrapedia,Paratetrapedia sp.1,,283,,,Solanum sp.1,Solanaceae,,Branca,Amarela,,,,Pólen,,
05/03/26,,Verão,Sol,Estrada da Torre (PEM),Apinae,Bombini,Bombus,Bombus morio,,284,,,Solanum sp.1,Solanaceae,,Branca,Amarela,,,,Pólen,,
05/03/26,,Verão,Sol,Estrada da Torre (PEM),Apinae,Exomalopsini,Exomalopsis,Exomalopsis sp.3,,285,,,Carpotroche brasiliensis,Achariaceae,,Branca,Amarela,Actinomorfa,,Sim,Pólen,,
05/03/26,,Verão,Sol,Estrada da Torre (PEM),Halictinae,Augochlorini,Ariphanarthra,Ariphanarthra palpalis,,286,,,Solanum hexandrum,Solanaceae,,Lilás,Amarela,,,,Pólen,,
07/01/25,12:21,Verão,Sol,Estrada da Torre (PEM),Apinae,Apini,Apis,Apis mellifera,,-,,,Croton triqueter,Euphorbiaceae,,Branca,,Actinomorfa,,Não,Néctar,,
16/12/24,09:33,Primavera,Nublado,Trilha torre/lagoa azul (PEM),Apinae,Meliponini,Tetragonisca,Tetragonisca angustula,,-,,,Malpighiaceae sp.1,Malpighiaceae,,Amarela,,Actinomorfa,,Não,,,
27/06/25,10:23,Inverno,Sol,Estrada da Torre (PEM),Apinae,Euglossini,Eulaema,Eulaema cingulata,,Avistamento,,,Allamanda sp.,Apocynaceae,,Amarela,Ocre,Actinomorfa,Sim,,Néctar,,
12/12/25,09:15,Primavera,Nublado,Estrada da Torre (PEM),Apinae,Tapinotaspidini,Trigonopedia,Trigonopedia ferruginea,,Avistamento,,,Begonia concinna,Begoniaceae,,Branca,Amarela,Actinomorfa,,Não,Pólen,,
12/12/25,09:26,Primavera,Nublado,Estrada da Torre (PEM),Apinae,Tapinotaspidini,Trigonopedia,Trigonopedia ferruginea,,Avistamento,,,Begonia concinna,Begoniaceae,,Branca,Amarela,Actinomorfa,,Não,Pólen,,
20/05/25,08:40,Outono,Sol,Trilha para Itapiranga (Pedra da Contenda),Apinae,Euglossini,Euglossa,Euglossa sp.,,Avistamento,,,Adenocalymma sp.,Bignoniaceae,,Amarela,,Zigomorfa,,Não,Néctar,,
12/12/25,07:36,Primavera,Nublado,Estrada da Torre (PEM),Apinae,Meliponini,Melipona,Melipona marginata carioca,,Avistamento,,,Croton triqueter,Euphorbiaceae,,Branca,,Actinomorfa,,Não,Néctar,,
13/12/24,08:35,Primavera,Sol/nuvens,PNMSM (SEDE),Apinae,Xylocopini,Xylocopa,Xylocopa frontalis,,Avistamento,,,Miconia dodecandra,Melastomataceae,,Branca,Amarela,Zigomorfa,,Não,Pólen,,
16/12/24,14:29,Primavera,Nublado,Trilha torre/lagoa azul (PEM),Apinae,Tapinotaspidini,Trigonopedia,Trigonopedia ferruginea,,Avistamento,,,Psychotria leiocarpa,Rubiaceae,,Branca,Amarela,Actinomorfa,,,Néctar,,
12/12/25,12:00,Primavera,Nublado,Estrada da Torre (PEM),Apinae,Euglossini,Eufriesea,Eufriesea violacea,,Avistamento,,,Solanum hexandrum,Solanaceae,,Lilás,,,,Não,Pólen,,
25/01/24,10:37,Verão,Sol/nuvens,Trilha cachoeira (PEM),Apinae,Meliponini,Melipona,Melipona mondury,,Avistamento,C3,,,,Chão,,,,,,Barro,,
16/12/22,9:07,Primavera,Sol,PNMSM (SEDE),Apinae,Meliponini,Plebeia,Plebeia droryana,,Foi p matheus,A1,,Maranta cristata,Marantaceae,,Branca,Lilás,Assimétrica,,Não,Pólen,Sim,
16/12/22,9:40,Primavera,Sol/nuvens,PNMSM (SEDE),Apinae,Eucerini,Trichocerapis,Trichocerapis mirabilis,,Foi p matheus,A2,,Saranthe sp.,Marantaceae,,Branca,Amarela,Assimétrica,,Não,Néctar,Sim,
10/02/23,10:08,Verão,Sol,PNMSM (SEDE),Apinae,Meliponini,Plebeia,Plebeia droryana,,Perdido,A6,,Saranthe sp.,Marantaceae,,Branca,Amarela,Assimétrica,,Não,Néctar,Não,"Phaetornis, Vespa, lepidopteros"
02/02/24,10:47,Outono,Sol,PNMSM (SEDE),Apinae,Osirini,Osiris,Osiris variegatus,,Soltei,A14,,Maranta leuconeura,Marantaceae,,Branca,Lilás,Assimétrica,,Não,Néctar,Sim,lepidopteros philopotas e stylogasters
05/03/26,,,,Estrada da Torre (PEM),Apinae,Meliponini,Tetragona,Tetragona clavipes,,,,,Croton triqueter,Euphorbiaceae,,,,Actinomorfa,,Não,Néctar,,
,,,,,Apinae,Euglossini,Exaerete,Exaerete sp.,,,,,Catasetum sp.,Orchidaceae,,,,Zigomorfa,,Sim,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Apis mellifera,,,,,Serjania caracasana,,,,,,,,,,
